,Unnamed: 0,ticker,time,volume,bid_o,bid_h,bid_l,bid_c,mid_o,mid_h,mid_l,mid_c,ask_o,ask_h,ask_l,ask_c,RANGE,mid_h_prev,mid_l_prev,ask_h_prev,bid_l_prev,RANGE_prev,DIRECTION,DIRECTION_prev,SIGNAL,ENTRY,STOPLOSS,TAKEPROFIT
4525,259,USD_JPY,2022-11-25T02:00:00.000000000Z,16018,138.757,138.799,138.365,138.668,138.768,138.807,138.374,138.676,138.778,138.816,138.382,138.684,0.4329999999999927,139.051,138.466,139.06,138.441,0.5849999999999795,-1,1,1,139.1185,138.88450000000003,139.5865
4556,290,USD_JPY,2022-12-02T06:00:00.000000000Z,39179,135.139,135.196,133.611,133.978,135.148,135.204,133.622,133.988,135.157,135.213,133.633,133.999,1.5819999999999936,135.336,135.036,135.345,135.026,0.30000000000001137,-1,1,1,135.375,135.255,135.615
4566,300,USD_JPY,2022-12-05T22:00:00.000000000Z,21534,136.638,136.83,136.281,136.492,136.688,136.845,136.291,136.502,136.738,136.86,136.3,136.511,0.554000000000002,136.862,136.524,136.871,136.516,0.33799999999999386,-1,1,1,136.90480000000002,136.76960000000003,137.17520000000002
4575,309,USD_JPY,2022-12-07T10:00:00.000000000Z,33105,137.614,137.728,136.523,136.61,137.622,137.736,136.534,136.62,137.63,137.746,136.545,136.631,1.2019999999999982,137.86,137.304,137.871,137.294,0.5560000000000116,-1,1,1,137.9266,137.70420000000001,138.37140000000002
4580,314,USD_JPY,2022-12-08T06:00:00.000000000Z,26840,137.091,137.143,136.565,136.974,137.1,137.152,136.574,136.982,137.11,137.162,136.584,136.991,0.5779999999999745,137.249,136.722,137.26,136.711,0.5269999999999868,-1,1,1,137.31269999999998,137.10189999999997,137.73429999999996
4592,326,USD_JPY,2022-12-12T06:00:00.000000000Z,29586,136.993,137.097,136.633,136.643,137.004,137.106,136.642,136.652,137.014,137.116,136.65,136.661,0.46399999999999864,137.139,136.786,137.148,136.777,0.35300000000000864,-1,1,1,137.1833,137.0421,137.4657
4616,350,USD_JPY,2022-12-16T06:00:00.000000000Z,30564,137.345,137.38,136.815,137.179,137.354,137.389,136.824,137.188,137.363,137.398,136.834,137.197,0.5649999999999977,137.412,136.954,137.42,136.944,0.4579999999999984,-1,1,1,137.4658,137.2826,137.8322
4620,354,USD_JPY,2022-12-18T22:00:00.000000000Z,23402,135.91,136.601,135.807,135.863,135.96,136.612,135.818,135.873,136.01,136.623,135.828,135.883,0.7939999999999827,136.759,136.294,136.797,136.285,0.464999999999975,-1,1,1,136.8435,136.65750000000003,137.2155
4622,356,USD_JPY,2022-12-19T06:00:00.000000000Z,30734,136.186,136.188,135.744,136.115,136.194,136.196,135.754,136.124,136.203,136.205,135.763,136.134,0.4420000000000073,136.352,135.772,136.362,135.761,0.5800000000000125,-1,1,1,136.42,136.188,136.884
4627,361,USD_JPY,2022-12-20T02:00:00.000000000Z,69250,137.267,137.41,132.91,132.91,137.277,137.42,132.924,132.924,137.287,137.432,132.939,132.939,4.495999999999981,137.478,136.716,137.487,136.676,0.7620000000000005,-1,1,1,137.5632,137.2584,138.1728
4630,364,USD_JPY,2022-12-20T14:00:00.000000000Z,49978,132.191,132.528,130.556,131.149,132.2,132.538,130.566,131.158,132.209,132.549,130.577,131.167,1.9720000000000084,132.907,132.06,132.919,132.049,0.8470000000000084,-1,1,1,133.0037,132.66490000000002,133.68130000000002
4634,368,USD_JPY,2022-12-21T06:00:00.000000000Z,32299,132.178,132.24,131.538,131.654,132.188,132.25,131.547,131.666,132.198,132.26,131.555,131.678,0.703000000000003,132.376,131.918,132.384,131.907,0.4579999999999984,-1,1,1,132.4298,132.2466,132.7962
4646,380,USD_JPY,2022-12-23T06:00:00.000000000Z,18617,132.702,132.746,132.431,132.585,132.711,132.754,132.44,132.594,132.72,132.763,132.449,132.603,0.31399999999999295,132.762,132.58,132.77,132.571,0.18199999999998795,-1,1,1,132.78820000000002,132.71540000000002,132.93380000000002
4662,396,USD_JPY,2022-12-28T22:00:00.000000000Z,22412,134.464,134.464,133.662,133.72,134.478,134.478,133.672,133.728,134.492,134.492,133.681,133.737,0.8060000000000116,134.5,134.066,134.51,134.056,0.4339999999999975,-1,1,1,134.55339999999998,134.3798,134.90059999999997
4670,404,USD_JPY,2022-12-30T06:00:00.000000000Z,25157,132.615,132.647,131.544,132.112,132.624,132.655,131.554,132.121,132.632,132.663,131.563,132.13,1.100999999999999,132.777,132.447,132.787,132.437,0.3299999999999841,-1,1,1,132.82,132.688,133.08399999999997
